本文,Level
参詣なさる方は、こちらにお並びください。,1
新年をお迎えになったご一家のご近影。,1
明日は祝日ですから、参道をお清めしてくださいね。,1
おかげ様で、この度は大助かりでした。,1
こんなにしていただいて、お礼の申し上げようもありません。,1
一度、ゆっくりお礼にあがります。,1
旅から戻ると、すぐにお礼状を書かれるそうですね。,1
お礼のお品をお持ちしました。お礼のお品を選ぶのも難しいね。,1
あなた方には十分、お礼をさせてもらいますよ。,1
ご丁重なお見舞いをいただき、恐縮しております。,1
いつも主人がご厄介になりまして。,1
毎度！ご贔屓いただきまして、ありがとうございます。,1
先に手続きをお済ませになる方がいいですよ。,1
手続きがお済みになるまで、ここでお待ちします。,1
今日で、鉄道人生の幕を、お閉じになるんですね。,1
そろそろお開きにしようじゃないか、皆さん、お手を拝借。,1
この一件をもって私の役目を終わらせていただきます。,1
地方巡業は今年で終わりになさると伺いまましたが・・・,1
本日でパソコン上級コースがご終了です。お疲れ様でした。,1
これで無事、正規のコースを終了なさいました。,1
バンドを解散なさると聞いて驚きました。,1
お二人のもめごとも、これでご決着ですね。,1
そんなことは早く決着なさるべきですよ。,1
被災された皆さんに心からのお見舞いを申し上げます。,1
どうぞ皆様くれぐれもお体を大切にお過ごしいただきますように。,1
お買い上げいただきまして、ありがとうございます。,1
それはいいお買い物をなさいましたね。,1
箱でまとめて、お買いになっているそうですね。,1
いつも、週末にまとめて買い物なさるんですか？,1
前売り券をお買い求めになるお客様は、こちらへどうぞ。,1
このお皿は、どちらでお求めになったんですか？,1
いつも当社製品をご購入いただき、ありがとうございます。,1
この百科事典を購入なさるなら、分割払いでも結構です。,1
特売品のコーナーを、どうぞご利用ください。,1
非売品ですが、それほどおっしゃるなら、お売りしましょう。,1
多くの温かい手が差し伸べられることを願ってやみません。,1
この宝石、もっと相応しい方にお譲りしたいのですが。,1
お譲りになるなら、コレクターをご紹介しましょう。,1
お店で販売なさっているお面は、バリ島のものですか？,1
昨日送ってもらったメールを間違って削除してしまったみたいです。,1
とうとう、幸せをお掴みになりましたね、おめでとう！,1
運慶の仏像を、偶然手に入れられたんですって？,1
浮世絵のコレクションを、またお増やしになったんですね。,1
今週はボーナスポイントご獲得のチャンスですよ。,1
何やら大きな賞金を獲得なさったという噂ですよ。,1
ほう、松茸を三本も、それはご収穫でしたね。,1
見事なさくらんぼ、そろそろ収穫なさる時期ですね。,1
切手をご収集ですか、お小さい頃から？,1
連勝して、タイトルをほぼご手中になさいましたね。,1
国宝級の軸をご所蔵というお話ですが・・・。,1
小型船舶免許を取得なさったんですって？,1
西行の貴重な資料を入手なさったそうですね。,1
先日は長居してすみませんでした。,1
いつもお健やかで、結構ですね。,1
ご健康を取り戻されたようですね、ほっとしました。,1
ご両親ともにご健在ですか、結構ですね。,1
ご健勝で何よりです。,1
相変わらずご壮健で、何よりです。,1
エレベータ?はお使いにならないんですか、ご健脚ですね。,1
ステーキを二人前？相変わらずご健啖ですね。,1
ご息災のご様子、何よりでございます。,1
この件につきましては、後ほど別メールで お知らせいたします。,1
いただきましたこのメールを担当者に 転送してもよろしいでしょうか。,1
今週の木曜日、25日の午後3時にお伺いしてもよろしゅうございますか。,1
先日は、○○の件でご高配を賜り御礼申し上げます。。,1
旬の牡蠣を少々お送りしました。,1
お約束の品、私が間違いなくお納めします。,1
お手数ですが、送っていただく訳にはいきませんでしょうか?,1
出産のお祝いを、お包みになったそうですね。,1
こちらに、お届け先をご記入ください。,1
ご注文の品は、のちほどお届けいたします。,1
ご送付先は、ご自宅でよろしいでしょうか?,1
明日、まちがいなくご送付します。,1
最新のデータをそちら様に転送いたします。,1
申込書は、ご郵送いただけますか?,1
展示品は、もう発送なさいましたか?,1
京都から送らせましたので、お受け取りになってください。,1
お改めの上、ご査収の程お願い申し上げます。,1
クール便にて明太子を拝受しました。,1
お送りいただいた資料、本日、確かに落手いたしました。,1
多くの後進を育成なさった所長の功績は大きいと思います。,1
これからは、お教えの通りにいたします。,1
博識のあの方には、何もお教えすることはありません。,1
お教えいただいたおかげで、五段に合格しました。,1
先日は忙しいのに頼み事も快く引き受けてくれて助かりました。,1
自然に囲まれたところでご子息を教育なさるのが夢と伺いましたが…,1
飲酒運転の防止は、もっと啓発なさる必要がありますね。,1
実務的で、とても仕事に役に立つご講演でした。,1
師範、正しい稽古のご方法をご教示ください。,1
あの先生の退官記念のご講義、お聴きになりました?,1
先生が倒れた?昨日までお元気で講義なさっておられたのに。,1
どうぞ、私をお導きください。,1
これからも変わらず、ご指導くださいますように。,1
あの大先生にスキーをご指導することになりました。,1
あの宗匠は、指導なさるのがとてもお上手です。,1
先日は協力してもらい、感謝しています。,1
ぎくりとなさったのは、図星だったからでしょ?,1
一番弟子の訃報では、師匠が驚愕なさるのも無理はない。,1
そんなに緊張なさらないで、どうぞ気をお楽に。,1
思わぬ結果に、かなり動揺なさっているようですね。,1
今月は不在が多いので、来月にしてもらえると助かります。,1
今週木曜日、23日の午後3時に訪問して良いですか。,1
焦られる気持ちも分かるけれど、ここはじっと我慢だと思います。,1
そんなにお焦りになると、できるものもできなくなりますよ。,1
グルメ本を手に右往左往なさるなんて、あなたらしくないわね。,1
社長はマルサが入って、お取り乱しになっています。,1
そんなことでおろおろなさるなんて、情けないですよ。,1
その狼狽ぶりは尋常ではありませんね。,1
こんなことで狼狽なさらないで…。,1
ランチミーティングはどうですか。,1
例の一件について、何かお聞きになっていませんか？,1
今日も、お好きなジャズをお聞きになっているんですね。,1
長時間のご清聴、ありがとうございました。,1
寒い日が続きますが、いかがお過ごしでしょうか。,1
つまらぬことです。どうぞ、お聞き流しください。,1
その件については、まだ詳しく伺っておりませんけど。,1
まず部長に、お伺いを立てた方が良さそうですね。,1
そのことでしたら、後でゆっくりお聞きしますよ。,1
ご高説を拝聴する機会に恵まれ、幸運でした。,1
漏れ承るところによると、合併話が進んでいるらしい。,1
嬉しいニュースをお聞かせします。,1
今のお気持ちをぜひ、お聞かせください。,1
これだけは奥様のお耳に入れておくべきだと考えまして。,1
会長、ちょっとお耳を拝借します。,1
お忙しいところ恐縮です。ちょっとおじゃまいたします。,1
お玄関先で失礼いたします。,1
突然おじゃましまして、申し訳ございません。,1
ご挨拶かたがた、お礼にあがりました。,1
ご近所まで参りましたものですがら、ちょっとご挨拶まで。,1
ご飯時にお邪魔しまして、申し訳ありません。,1
ごめんください、ご主人はご在宅でしょうか。,1
それでは、遠慮なく上がらせて頂きます。,1
どうぞお構いなく。すぐ失礼しますので。,1
勝手にやりますから、奥さん、どうぞお気遣いなく。,1
お留守におじゃましております。,1
お手洗いを拝借したいのですが。,1
お電話をお借りできますか？,1
どうぞお構いなく、すぐお暇します。,1
ご挨拶は後にして、どうぞおあがりください。お寒かったでしょ？,1
本日休みを取っております,1
先日はご足労をお掛けし、申し訳ございません。,1
むさ苦しいところですけど、どうぞおあがりください。,1
立ち話もなんですから、ちょっとおあがりになりませんか。,1
散らかってますけど、どうぞおあがりください。,1
どうぞ、お当て下さい。,1
時分時ですので、よろしかったら、お食事でも。,1
足が冷えますから、スリッパをお履きになって。,1
どうぞ、お楽に。お楽になさってください。,1
どうぞ、お平らに。足をお崩しになってください。,1
ごゆっくりなさってください。ごゆっくり、おくつろぎください。,1
おや、もうこんな時間、そろそろお暇します。,1
いけませんね、ついお尻が重くなっちゃって。もう、お暇しませんと。,1
そろそろ、お神輿をあげないと、それではまた。,1
すっかり長居をしてしまいまして、申し訳ありません。,1
お先にごめんください。お先に失礼します。,1
長い時間、おじゃましました。,1
お土産までいただいて、今日はかえってご迷惑をおかけしました。,1
それでは、ごきげんよろしゅう。,1
ごきげんよう、また近々お会いしましょう。,1
お先に、ごめんあそばせ。,1
それではこの辺で、ごめんください。,1
喜んでまた寄らせていただきます。,1
お元気で、またお会いしましょう。,1
あら、もうお帰りですか？,1
先日は弊社までわざわざご足労頂きまして、御礼申し上げます。,1
酔ってらっしゃるから、駅までお送りしましょう。,1
これからも、時々お顔を見せてくださいね。,1
何のお構いもできませんで。これに懲りずに、またお出ください。,1
夜道は暗いですから、足元にお気をつけて。,1
どうぞ、お身体をお大事になさってくださいね。,1
どうぞ、お達者で。/寅さんも、お達者で。,1
今日はお引き止めいたしませんが、ぜひまたお近いうちに。,1
何のお構いもできませんけど、どうぞまたお出かけください。,1
これでお別れとは、お名残惜しいことです。,1
お荷物ですけれど、お持ちになって。どうぞお子様方へ。,1
どうも、遅くまでお引き止めしまして・・・,1
近くにお越しの折は、ぜひお寄りください。,1
ご多忙中のところお時間を捻出いただき、厚く御礼申し上げます。,1
あなたのお余りなんで、まっぴらごめんです。,1
つらい仕事をお厭いになる方とは思いませんでしたが・・・。,1
拝謁の機会を楽しみにお待ち申し上げております。,1
TTからTTの間で、いくつか候補を挙げて頂きたく存じます。,1
この表紙の案、どうも著者がお気に召さないようです。,1
今月中に少々お時間を頂きたく、お願い申し上げます。,1
そんなに私をお嫌いにならないでください。,1
差し出がましいことを申し上げて、お気を悪くなさったでしょうね。,1
A製品に替わりましてB製品をご利用いただくのは、いかが思われますか。,1
ご興味がありましたら、いつでもお申し付け願います。,1
忙しいのを苦になさる方とは思えませんけど。,1
そういうおかしなお話は、ごめんこうむりたいですね。,1
あの方のずうずうしさには、閉口なさったでしょ。,1
このお衣装はどなたのお見立てですか？,1
そのお洋服、よくお似合いですね。,1
今日の式典にはご礼装でお出かけになりますか？,1
お着替えをお手伝いしましょうか？,1
そろそろお着替えになる時間です。どうぞお着替えください。,1
お差し支えなければ、一度ご挨拶に伺いたく存じますが、ご都合はいかがでしょうか。,1
打ち合わせの日時をご査収頂きたく、ご連絡を申し上げた次第でございます。,1
お伺いしておりましたMMの件に関しまして、詳細をご報告申し上げます。,1
ボートに乗る方はライフジャケットをご着用ください。,1
後ろの席の方もシートベルトを着用なさってください。,1
さすが老舗の女将さん、和服を上手に着こなされていますね。,1
正装なさると、まるで別人のようですね。,1
これ私のお古なんですけど、良かったらどうぞ。,1
学生服もセーターも、いつも兄貴のお下がりでした。,1
兄さんお譲りの学生服に、金ボタンだけを付け替えてもらったんです。,1
いよいよ、一家をお構えになるんですね。,1
円満な家庭をお築きになるのは、大事業だと思います。,1
先生は悠々自適でお暮らしです。,1
この町でお暮らしになって、何年になりますか？,1
お暮らし向きは、とても質素なお宅でした。,1
毎日、何をしてお過ごしになっているんですか？,1
独り暮らしにも、お慣れになったようですね。,1
お独り身になられて、お寂しいでしょうね。,1
ご家族が一人お増えになるんですか？,1
ご夫婦お二人でしたら、お楽なもんでしょう。,1
このご時世、ご倹約が何よりです。,1
当方も、ご同様の有り様ですよ。,1
取り急ぎご連絡申し上げます。,1
この温泉宿で過ごされるご気分は、いかがですか？,1
文筆で生計を立てられるのは、容易ではないでしょうね。,1
次期会長を受けるお心積もりだだったんでしょう？,1
一体どうなさるお積もりなんですか？,1
どういうご所存なのか、一度じっくり伺いたいものです。,1
この不況時、どんなご算段をなさるお積り？,1
片付けは後になさって、おしゃべりしましょうよ。,1
常務は売上倍増の目標を、お掲げになりました。,1
やはり研究者の道へお進みになるのですね？,1
子どもの頃から夢だったという音楽の道に進まれるのですね。,1
そろそろご進路をお決めになった方がよろしいかと思います。,1
入念な計画をお立てになったんですから、ぜひ登頂の成功を！,1
館長は夜遅くまで博覧会の構想をお練りになっていました。,1
夏休みの旅行のご計画は、もう立てられましたか？,1
船旅を計画なさるなんて、豪勢ですね。,1
突然メールを差し上げるご無礼をお許しください。,1
自然エネルギーの事業に参画なさる方が、急に増えましたね。,1
情報を公開なさるといっても、個人情報の保護が必要ですから。,1
あの調査結果を、もう公表なさるのですか？,1
校長を公募なさるとは、思い切った策ですね。,1
委嘱状のご交付は、もう受けられましたか？,1
新法ご交付の立役者は、あなたですよ。,1
予算案を、何とか今月中にご採択いただきたいのですが。,1
議長、議案を採択なさってください。,1
お返事いただければ幸いです。,1
新法のご制定には、ずいぶんと手間取っていますね。,1
新法を制定なさる手続きは、もうお済みですか？,1
核拡散防止条約をご締結になったのは、どなたでしたっけ？,1
二国間の環境保護条約を締結なさる必要がありますね。,1
今年のご申告は、お済みですか？,1
消費税を申告なさる時期ではありませんか？,1
社長は取引先が倒産して頭をお抱えになっています,1
奥様がご病気、さぞかしお痛手でしょうね。,1
何かお困りのことはございませんか？,1
最終便に乗り遅れたんですか、それはお困りになったでしょうね。,1
なんとかしないと、このままではお先真っ暗です。,1
いくら頑張ってもどうにもならない、もうお手上げですよ。,1
足がご不自由のようで、大変ですね。,1
お一人になって、不自由なさっているんじゃありませんか？,1
事故による遅れで、ご不便をおかけしております。,1
お声をかけてご迷惑でした？,1
マンション建設で迷惑なさっているんですって？,1
あなたがそんなに困惑なさるとは、以外でした。,1
あなたの突然の辞表に、課長は当惑なさっています。,1
奥さんは、今おいでになりますか？,1
幸いなことに、大先生はご在宅でした。,1
先生は今、職員室にいます。,1
その方でしたら、一時間も前からお見えになっています。,1
まるこさん、お残りでお掃除なさい。,1
お通夜の晩、最後までお残りになっていらしたんですって？,1
いろいろ想像なさると眠れなくなりますよ。,1
配達に伺ったのですが、お留守でしたので持ち帰りました。,1
ご主人はご不在ですか。それは残念、出直しましょう。,1
ご所在は、いつでもはっきりさせておいてください。,1
奇遇ですね。こちらにご在職でしたか。,1
その学会には、何年くらいご在籍なさったのですか。,1
福祉団体に十年も在籍されていたのですか。,1
一部リーグのチームにご所属ですか、すごいですね。,1
お客様は、ご自分でお探しになりたいそうです。,1
これは戦いです。敵の動静をお探りになる必要があります。,1
まあ、それはご推察にお任せします。,1
迷宮入りの事件が多くて、心が痛みます。,1
そこの所は、ご賢察いただけたものと思っておりました。,1
惨敗の原因はどこにあるとご推測ですか？,1
あなたが推測なさ多様に、チームの志気はがた落ちでした。,1
そのご推理で、ほぼ正しいと思います。,1
あなたはいろいろ推理なさるのが、お好きですね。,1
つねに新しい道のご探求、頭が下がります。,1
先生は古い陶片から釉薬を探求なさっています。,1
表現を追求なさるのは、苦しくないですか？,1
白亜紀の恐竜の化石を発見なさったそうですね？,1
新製品なんですが、試食なさってみませんか？,1
この桜は、先代の社長が創立記念日に植えられたものです。,1
ご趣味は盆栽をおいじりになることでしたか？,1
池をお埋めになって、果樹園になさるんですか？,1
妙齢のご婦人が、お墓の前でじっと佇まれていました。,1
このタイプの猫をお飼いになるのは、初めてですか？,1
どうぞ、此方の意のある所をお汲み取りください。,1
ずばり！お察しの通りです。,1
お手植えの桜も、随分大きくなりましたね。,1
庖丁をお研ぎになるのが得意だそうですね。,1
それではシャンパンをお抜きになってください。,1
外壁を青色にお塗りになったそうですね。,1
お荷物は棚にお乗せ下さい。,1
障子をお張りになるのがお上手ですね。,1
今年は珍しい朝顔の種をお薪になったんですって？,1
薪を大量に割って、別荘ぐらしも大変そうですね。,1
お編みになるの？素敵なご趣味ね。,1
あなたはお裁縫がお上手だから羨ましいわ。,1
そのショール、ご自分で遅めになったの？いい色ね。,1
いつも、ワイシャツをきれいにお畳みになってますね。,1
お手製のマフラーですか、暖かそうですね。,1
ご自分でお縫いになったウェデングドレスで？まあ素敵。,1
受賞なさった方は、壇上にお立ちになってください。,1
お脱ぎになって。染みにならないようにすぐお洗いしますから。,1
セーターも、ご自分でお洗いになるんですか？,1
今日は久しぶりに、お洗濯日和ですね。,1
コインランドリーで洗濯なさっているんですか？,1
洗濯物は、どこにお干しになるんですか？,1
昔は井戸端でユニホームをお濯ぎになったんですって。,1
芋掘りですか、随分お汚しになりましたね。,1
毎朝お香をお焚きになるなんて、洒落てますね。,1
そうおっしゃるお気持ち、私にも痛いほどよく分かります。,1
この際、お心を鬼になさい。それが息子さんのためですよ。,1
さすがに他の方とはお心構えが違いますね。,1
お手元のグラスをお持ちになって、ご起立をお願いします。,1
今日はご機嫌がよろしいようですね。,1
ご気分はいかが？／ご気分を悪くなさったんじゃありません？,1
父上として、ご子息を思うご心情、お察しします。,1
あなたのご真意を計りかねております。,1
実は、あなたのご本意を計りかねております。,1
どれがご本心なのか、見当もつきません。,1
たまにはこちらへもお出かけくださいな。／こちらへどうぞ。,1
行列ができる鯛焼き屋さんは、どちらでしたっけ？,1
ご予算はいかほどでしょうか？,1
些少ですが、どうぞお納めください。,1
少々おまちください。呼んで参ります。／お客様には少々お地味では？,1
いつぞやは、大変失礼いたしました。,1
久しくお顔をお見せになりませんでしたね。,1
先ほどからのお話、一両日考えさせてください。,1
この度は、いろいろご心配いただきまして…。,1
今朝ほど、御社の課長さんがお見えになりました。,1
それではお後がよろしいようで。,1
お食事になさる？これからどうなさるおつもりですか？,1
主賓がお席に付かれるのを、皆さん心待ちにしておられました。,1
お呼びでない、こりゃまた失礼いたしました！,1
百発百中で命中なさるなんて、そんなことがあるんですか？,1
うまく回りましたら、ご喝采！,1
選手を交代なさるタイミングは、難しいんでしょ？,1
お待たせ致しました。間もなく開店です。,1
セーターをご自分で洗っていらしたんですって？,1
グレートバリアリーフで潜られるんですって？,1
そんなこと、なさらなくてもよろしいのに。,1
この製品の取り扱い方を説明していただけませんか？,1
先輩、ぜひ出席してください。お願い申し上げます。,1
歯の浮くようなほめ言葉、まっぴらごめんです。,1
生憎、食事を済ませたばかりでして。,1
どうぞお帰りください。マンションの建設には絶対反対です。,1
せっかくですが、お断りします。／固くお断りいたします。,1
益々ご健勝にてご活躍のことと拝察いたします。,1
